name,mass_mj,radius_rj,period_days,semi_major_axis_au,temp_k,discovery_method,disc_year,distance_ly,star_mass_solar,star_temp_k,remarks,mass_earth,radius_earth,habitability_score,habitability_label
Kepler-512b,,0.24,34.43587975,0.117,1093.7,transit,,1730,1.17,5997,[63],282.842,2.6904,32.1784,0
Kepler-513b,,0.196,28.86235584,0.117,1093.7,transit,,1520,1.02,5849,[63],282.842,2.19716,37.15136,0
Kepler-514b,,0.153,5.65179605,0.117,1093.7,transit,,1590,1.28,6106,[63],282.842,1.71513,33.87948,0
Kepler-515b,,0.13,19.96371318,0.117,1093.7,transit,,830,0.9,5293,[63],282.842,1.4573,38.5108,0
Kepler-516b,,0.512,24.85462415,0.117,1093.7,transit,,2530,1.62,7099,[63],282.842,5.73952,10.98192,0
Kepler-517b,,0.238,60.92832271,0.117,1093.7,transit,,930,0.95,5690,[63],282.842,2.66798,34.66808,0
Kepler-518b,,0.188,8.51203588,0.117,1093.7,transit,,1060,0.96,5842,[63],282.842,2.10748,37.11008,0
Kepler-519b,,0.187,24.3078946,0.117,1093.7,transit,,760,0.89,5260,[63],282.842,2.09627,35.75492,0
Kepler-520b,,0.148,19.67416124,0.117,1093.7,transit,,1600,1.1,6112,[63],282.842,1.65908,37.70368,0
Kepler-520c,,0.095,5.21104261,0.117,1093.7,transit,,1600,1.1,6112,[63],282.842,1.06495,40.0802,0
Kepler-521b,,0.284,22.20813214,0.117,1093.7,transit,,2400,1.34,6406,[63],282.842,3.18364,26.80544,0
Kepler-522b,,0.616,38.58422849,0.117,1093.7,transit,,2440,1.54,6392,[63],282.842,6.90536,11.54,0
Kepler-523b,,0.175,5.83598311,0.117,1093.7,transit,,880,0.93,5515,[63],282.842,1.96175,37.093,0
Kepler-524b,,0.17,7.97419807,0.117,1093.7,transit,,2400,1.09,6014,[63],282.842,1.9057,36.9172,0
Kepler-524c,,0.086,1.88897906,0.117,1093.7,transit,,2400,1.09,6014,[63],282.842,0.96406,40.39624,0
Kepler-525b,,0.235,18.68404933,0.117,1093.7,transit,,1850,0.95,5573,[63],282.842,2.63435,34.8026,0
Kepler-526b,,0.178,5.45849832,0.117,1093.7,transit,,1640,1.15,5894,[63],282.842,1.99538,35.35848,0
Kepler-527b,,0.253,13.28535633,0.117,1093.7,transit,,2940,1.28,6388,[63],282.842,2.83613,29.39548,0
Kepler-528b,,0.186,19.78297415,0.117,1093.7,transit,,2320,1.01,5807,[63],282.842,2.08506,37.79976,0
Kepler-529b,,0.166,1.98035766,0.117,1093.7,transit,,2570,1.07,6087,[63],282.842,1.86086,37.49656,0
Kepler-529c,,0.178,12.8345022,0.117,1093.7,transit,,2570,1.07,6087,[63],282.842,1.99538,36.95848,0
Kepler-530b,,0.269,39.30941904,0.117,1093.7,transit,,1510,0.97,5697,[63],282.842,3.01549,33.67804,0
Kepler-531b,,0.248,29.88485741,0.117,1093.7,transit,,830,0.78,4893,[63],282.842,2.78008,30.81968,0
Kepler-532b,,0.229,12.92491623,0.117,1093.7,transit,,1060,0.87,5192,[63],282.842,2.56709,33.47164,0
Kepler-533b,,0.302,28.51120525,0.117,1093.7,transit,,990,0.78,4758,[63],282.842,3.38542,28.39832,0
Kepler-534b,,0.2,15.95994513,0.117,1093.7,transit,,1540,1.05,5884,[63],282.842,2.242,36.372,0
Kepler-535b,,0.211,4.90332155,0.117,1093.7,transit,,2210,1.18,6123,[63],282.842,2.36531,33.27876,0
Kepler-536b,,0.277,1.8270823,0.117,1093.7,transit,,1450,0.92,5524,[63],282.842,3.10517,32.31932,0
Kepler-537b,,0.126,3.24755522,0.117,1093.7,transit,,1520,1.07,5763,[63],282.842,1.41246,39.29016,0
Kepler-538b,,0.202,81.73780699,0.117,1093.7,transit,,540,0.96,5650,[63],282.842,2.26442,36.48232,0
Kepler-539b,0.97,0.747,125.63243,0.4988,1093.7,transit,,1020,1.05,5820,[63],308.266,8.37387,28.976,0
Kepler-539c,2.4,,1000,2.42,1093.7,transit,,1020,1.05,5820,[63],762.72,2.32047,33.71812,0
Kepler-540b,,0.242,172.7049784,0.117,1093.7,transit,,1100,1.02,5946,[63],282.842,2.71282,35.08872,0
Kepler-541b,,0.3,5.08005848,0.117,1093.7,transit,,3300,1.41,6166,[63],282.842,3.363,24.688,0
Kepler-542b,,0.14,13.14497566,0.117,1093.7,transit,,1430,0.93,5526,[63],282.842,1.5694,38.6624,0
Kepler-543b,,0.223,13.89961966,0.117,1093.7,transit,,690,0.7,4671,[63],282.842,2.49983,30.34068,0
Kepler-544b,,0.189,21.41616926,0.117,1093.7,transit,,2600,1.16,6206,[63],282.842,2.11869,34.66524,0
Kepler-545b,,0.24,13.24934059,0.117,1093.7,transit,,2710,1.04,5882,[63],282.842,2.6904,34.7784,0
Kepler-546b,,0.624,4.14702026,0.117,1093.7,transit,,2920,1.11,5967,[63],282.842,6.99504,20.14,0
Kepler-547b,,0.357,6.01038429,0.117,1093.7,transit,,1180,0.78,4828,[63],282.842,4.00197,25.93212,0
Kepler-548b,,1.07,4.45419434,0.117,1093.7,transit,,2530,0.93,5535,[63],282.842,11.9947,20.94,0
Kepler-549b,,0.229,42.9495649,0.117,1093.7,transit,,2110,0.88,5360,[63],282.842,2.56709,33.67164,0
Kepler-549c,,0.261,117.040498,0.117,1093.7,transit,,2110,0.88,5360,[63],282.842,2.92581,32.23676,0
Kepler-550b,,0.394,8.60010411,0.117,1093.7,transit,,1840,0.87,5322,[63],282.842,4.41674,26.07304,0
Kepler-551b,,0.244,12.3764661,0.117,1093.7,transit,,1020,0.65,4286,[63],282.842,2.73524,28.39904,0
Kepler-552b,,0.352,5.26341577,0.117,1093.7,transit,,2720,1.03,5863,[63],282.842,3.94592,29.95632,0
Kepler-553b,,0.413,4.03046804,0.117,1093.7,transit,,2360,0.92,5266,[63],282.842,4.62973,26.22108,0
Kepler-553c,,0.999,328.2399546,0.117,1093.7,transit,,2360,0.92,5266,[63],282.842,11.19879,20.74,0
Kepler-554b,,0.383,1.90220856,0.117,1093.7,transit,,2090,0.93,5447,[63],282.842,4.29343,27.76628,0
Kepler-555b,,0.252,16.21775407,0.117,1093.7,transit,,2520,1.03,5894,[63],282.842,2.82492,34.44032,0
Kepler-556b,,0.2,11.72292176,0.117,1093.7,transit,,2380,1,5740,[63],282.842,2.242,37.372,0
Kepler-557b,,0.238,3.70598955,0.117,1093.7,transit,,3670,1.11,6068,[63],282.842,2.66798,33.46808,0
Kepler-558b,,0.211,29.00790538,0.117,1093.7,transit,,2130,0.85,5242,[63],282.842,2.36531,33.87876,0
Kepler-559b,,0.322,17.58752333,0.117,1093.7,transit,,2590,0.96,5630,[63],282.842,3.60962,31.10152,0
Kepler-560b,,0.153,18.47764449,0.117,1093.7,transit,,290,0.34,3556,[63] Potentially habitable exoplanet[64],282.842,1.71513,26.27948,0
Kepler-561b,,0.621,58.3620495,0.117,1093.7,transit,,2180,0.96,5646,[63],282.842,6.96141,21.54,0
Kepler-561c,,0.239,5.35016198,0.117,1093.7,transit,,2180,0.96,5646,[63],282.842,2.67919,34.82324,0
Kepler-562b,,0.465,18.00931444,0.117,1093.7,transit,,2680,0.93,5575,[63],282.842,5.21265,24.0894,0
Kepler-563b,,0.276,22.18432708,0.117,1093.7,transit,,1820,0.8,5066,[63],282.842,3.09396,29.96416,0
Kepler-564b,,0.413,3.75083228,0.117,1093.7,transit,,2700,0.95,5626,[63],282.842,4.62973,26.82108,0
Kepler-565b,,0.325,4.24374723,0.117,1093.7,transit,,3400,0.98,5735,[63],282.842,3.64325,31.367,0
Kepler-566b,,0.192,18.42794624,0.117,1093.7,transit,,2050,0.83,5132,[63],282.842,2.15232,34.33072,0
Kepler-567b,,0.201,16.54297375,0.117,1093.7,transit,,1850,0.84,5148,[63],282.842,2.25321,34.12716,0
Kepler-568b,,0.202,11.02347475,0.117,1093.7,transit,,410,0.55,3768,[63],282.842,2.26442,28.28232,0
Kepler-569b,,0.282,34.18890521,0.117,1093.7,transit,,2100,0.95,5616,[63],282.842,3.16122,32.69512,0
Kepler-570b,,0.219,4.301662,0.117,1093.7,transit,,2090,0.93,5496,[63],282.842,2.45499,35.12004,0
Kepler-571b,,0.236,4.79859939,0.117,1093.7,transit,,2470,0.93,5527,[63],282.842,2.64556,34.35776,0
Kepler-572b,,0.23,17.20523483,0.117,1093.7,transit,,1740,0.83,5212,[63],282.842,2.5783,32.6268,0
Kepler-573b,,0.249,22.18329658,0.117,1093.7,transit,,2470,0.99,5746,[63],282.842,2.79129,34.97484,0
Kepler-574b,,0.213,7.65880414,0.117,1093.7,transit,,2440,0.95,5612,[63],282.842,2.38773,35.78908,0
Kepler-575b,,0.213,9.37891944,0.117,1093.7,transit,,2780,0.97,5710,[63],282.842,2.38773,36.18908,0
Kepler-576b,,0.292,29.91136794,0.117,1093.7,transit,,2280,0.99,5672,[63],282.842,3.27332,33.04672,0
Kepler-577b,,0.227,25.69578251,0.117,1093.7,transit,,1790,0.78,4984,[63],282.842,2.54467,31.76132,0
Kepler-578b,,0.178,1.6168837,0.117,1093.7,transit,,1850,0.87,5334,[63],282.842,1.99538,35.75848,0
Kepler-579b,,0.178,9.66857723,0.117,1093.7,transit,,2160,0.99,5636,[63],282.842,1.99538,38.15848,0
Kepler-580b,,0.229,8.22241966,0.117,1093.7,transit,,1090,0.67,4298,[63],282.842,2.56709,29.47164,0
Kepler-581b,,0.235,40.6069821,0.117,1093.7,transit,,2720,1,5772,[63],282.842,2.63435,35.8026,0
Kepler-582b,,0.328,18.49235668,0.117,1093.7,transit,,2450,0.93,5564,[63],282.842,3.67688,30.23248,0
Kepler-583b,,0.203,6.5100253,0.117,1093.7,transit,,2630,0.94,5523,[63],282.842,2.27563,36.03748,0
Kepler-584b,,0.376,35.1810304,0.117,1093.7,transit,,4710,1.17,6195,[63],282.842,4.21496,26.08016,0
Kepler-585b,,0.252,2.75235975,0.117,1093.7,transit,,1970,0.96,5593,[63],282.842,2.82492,34.24032,0
Kepler-586b,,0.249,2.10472218,0.117,1093.7,transit,,2310,0.94,5575,[63],282.842,2.79129,33.97484,0
Kepler-587b,,0.199,10.94027841,0.117,1093.7,transit,,2780,0.92,5549,[63],282.842,2.23079,35.81684,0
Kepler-588b,,0.235,4.22162536,0.117,1093.7,transit,,3170,1.01,5835,[63],282.842,2.63435,35.6026,0
Kepler-589b,,0.203,16.54964934,0.117,1093.7,transit,,2100,0.88,5296,[63],282.842,2.27563,34.83748,0
Kepler-590b,,0.359,5.85296257,0.117,1093.7,transit,,3220,1.1,6000,[63],282.842,4.02439,28.24244,0
Kepler-591b,,0.302,81.1694299,0.117,1093.7,transit,,2590,0.97,5677,[63],282.842,3.38542,32.19832,0
Kepler-592b,,0.213,2.82019241,0.117,1093.7,transit,,3370,1.04,5913,[63],282.842,2.38773,35.98908,0
Kepler-593b,,0.256,21.21708973,0.117,1093.7,transit,,3310,1.08,5967,[63],282.842,2.86976,33.26096,0
Kepler-594b,,0.194,13.64618192,0.117,1093.7,transit,,2420,0.91,5485,[63],282.842,2.17474,35.84104,0
Kepler-595b,,0.34,25.30292332,0.117,1093.7,transit,,2080,0.87,5247,[63],282.842,3.8114,28.4944,0
Kepler-596b,,0.309,21.30022655,0.117,1093.7,transit,,3530,1.21,6267,[63],282.842,3.46389,28.28444,0
Kepler-597b,,0.211,13.02365861,0.117,1093.7,transit,,2200,0.97,5683,[63],282.842,2.36531,36.27876,0
Kepler-598b,,0.134,3.70175428,0.117,1093.7,transit,,2240,0.87,5307,[63],282.842,1.50214,37.73144,0
Kepler-599b,,0.253,15.65562652,0.117,1093.7,transit,,2050,0.83,5127,[63],282.842,2.83613,31.59548,0
Kepler-600b,,0.259,23.67517607,0.117,1093.7,transit,,2040,0.84,5279,[63],282.842,2.90339,31.52644,0
Kepler-601b,,0.17,5.37886844,0.117,1093.7,transit,,1400,0.85,5160,[63],282.842,1.9057,35.7172,0
Kepler-602b,,0.186,15.28469497,0.117,1093.7,transit,,3170,1.08,6062,[63],282.842,2.08506,36.39976,0
Kepler-603b,,0.236,21.05358596,0.117,1093.7,transit,,3150,1.01,5808,[63],282.842,2.64556,35.55776,0
Kepler-603c,,0.58,127.9075774,0.117,1093.7,transit,,3150,1.01,5808,[63],282.842,6.5018,22.14,0
Kepler-603d,,0.118,6.2171292,0.117,1093.7,transit,,3150,1.01,5808,[63],282.842,1.32278,40.84888,0
Kepler-604b,,0.231,25.85501786,0.117,1093.7,transit,,3200,1.02,5890,[63],282.842,2.58951,35.58196,0
Kepler-605b,,0.128,3.38353807,0.117,1093.7,transit,,1900,0.91,5462,[63],282.842,1.43488,38.80048,0
Kepler-605c,,0.077,2.35895152,0.117,1093.7,transit,,1900,0.91,5462,[63],282.842,0.86317,39.99268,0
Kepler-606b,,0.295,24.31575992,0.117,1093.7,transit,,3940,1.13,6161,[63],282.842,3.30695,30.5122,0
Kepler-607b,,0.078,0.6381632,0.117,1093.7,transit,,1600,0.84,5196,[63],282.842,0.87438,38.63752,0
Kepler-608b,,0.325,6.41251504,0.117,1093.7,transit,,3020,1,5820,[63],282.842,3.64325,31.767,0
Kepler-609b,,0.299,6.52121067,0.117,1093.7,transit,,3730,1.09,5971,[63],282.842,3.35179,31.13284,0
Kepler-610b,,0.374,6.99692655,0.117,1093.7,transit,,3630,1.1,5943,[63],282.842,4.19254,27.56984,0
Kepler-610c,,0.294,151.86392,0.117,1093.7,transit,,3630,1.1,5943,[63],282.842,3.29574,31.15704,0
Kepler-611b,,0.147,2.4370333,0.117,1093.7,transit,,2950,1.01,5761,[63],282.842,1.64787,39.54852,0
Kepler-612b,,0.253,3.72215641,0.117,1093.7,transit,,3040,0.98,5693,[63],282.842,2.83613,34.59548,0
Kepler-613b,,0.204,15.77979614,0.117,1093.7,transit,,2820,0.98,5723,[63],282.842,2.28684,36.79264,0
Kepler-614b,,0.213,14.03491514,0.117,1093.7,transit,,1860,0.85,5268,[63],282.842,2.38773,33.78908,0
Kepler-615b,,0.155,10.35584657,0.117,1093.7,transit,,1100,0.73,4655,[63],282.842,1.73755,33.9898,0
Kepler-616b,,0.217,9.99761851,0.117,1093.7,transit,,3320,0.98,5753,[63],282.842,2.43257,36.20972,0
Kepler-616c,,0.304,90.4113556,0.117,1093.7,transit,,3320,0.98,5753,[63],282.842,3.40784,32.30864,0
Kepler-617b,,0.118,1.68269615,0.117,1093.7,transit,,490,0.51,3712,[63],282.842,1.32278,31.24888,0
Kepler-618b,,0.232,3.59576964,0.117,1093.7,transit,,3640,1.05,5860,[63],282.842,2.60072,34.93712,0
Kepler-619b,,0.282,5.4042722,0.117,1093.7,transit,,3620,1.09,5980,[63],282.842,3.16122,31.89512,0
Kepler-619c,,0.151,1.20846503,0.117,1093.7,transit,,3620,1.09,5980,[63],282.842,1.69271,37.76916,0
Kepler-620b,,0.296,12.91375431,0.117,1093.7,transit,,4050,1.15,6155,[63],282.842,3.31816,30.06736,0
Kepler-621b,,0.205,2.62811375,0.117,1093.7,transit,,1270,0.72,4521,[63],282.842,2.29805,31.5478,0
Kepler-622b,,0.19,14.28226676,0.117,1093.7,transit,,840,0.64,4201,[63],282.842,2.1299,30.6204,0
Kepler-623b,,0.269,9.07097734,0.117,1093.7,transit,,2650,0.9,5443,[63],282.842,3.01549,32.27804,0
Kepler-624b,,0.206,14.58649607,0.117,1093.7,transit,,2380,1.1,6117,[63],282.842,2.30926,35.10296,0
Kepler-625b,,0.178,7.75192492,0.117,1093.7,transit,,1640,1.04,5789,[63],282.842,1.99538,37.55848,0
Kepler-625c,,0.094,4.1653651,0.117,1093.7,transit,,1640,1.04,5789,[63],282.842,1.05374,41.32504,0
Kepler-626b,,0.204,14.48585199,0.117,1093.7,transit,,2300,1.01,5813,[63],282.842,2.28684,36.99264,0
Kepler-627b,,0.333,40.6994443,0.117,1093.7,transit,,3730,1.3,6424,[63],282.842,3.73293,25.40828,0
Kepler-628b,,0.749,15.4580567,0.117,1093.7,transit,,1890,1,5721,[63],282.842,8.39629,22.34,0
Kepler-629b,,0.123,7.2385854,0.117,1093.7,transit,,1250,0.93,5444,[63],282.842,1.37883,39.42468,0
Kepler-630b,,0.284,161.4743937,0.117,1093.7,transit,,2140,1.02,5829,[63],282.842,3.18364,33.20544,0
Kepler-631b,,0.259,17.97979059,0.117,1093.7,transit,,2750,1.24,6185,[63],282.842,2.90339,29.92644,0
Kepler-632b,,0.197,30.99660733,0.117,1093.7,transit,,1140,0.91,5322,[63],282.842,2.20837,35.70652,0
Kepler-633b,,0.145,8.50340718,0.117,1093.7,transit,,2070,1.02,5899,[63],282.842,1.62545,39.4382,0
Kepler-634b,,0.169,5.16950177,0.117,1093.7,transit,,2470,1.03,6075,[63],282.842,1.89449,38.16204,0
Kepler-635b,,0.236,23.44971004,0.117,1093.7,transit,,2690,1.33,6174,[63],282.842,2.64556,29.15776,0
Kepler-636b,,0.397,16.08066115,0.117,1093.7,transit,,1110,0.85,5203,[63],282.842,4.45037,25.53852,0
Kepler-637b,,0.424,23.20584623,0.117,1093.7,transit,,5140,1.64,6096,[63],282.842,4.75304,14.52784,0
Kepler-638b,,0.163,6.07972888,0.117,1093.7,transit,,1390,0.88,5382,[63],282.842,1.82723,36.63108,0
Kepler-639b,,0.212,10.21420496,0.117,1093.7,transit,,2200,1.14,5896,[63],282.842,2.37652,34.03392,0
Kepler-640b,,0.228,22.24813967,0.117,1093.7,transit,,1750,1.01,5653,[63],282.842,2.55588,35.91648,0
Kepler-641b,,0.165,9.48961571,0.117,1093.7,transit,,2200,1.02,5713,[63],282.842,1.84965,38.5414,0
Kepler-642b,,0.259,4.41745855,0.117,1093.7,transit,,3330,1.4,6570,[63],282.842,2.90339,26.72644,0
Kepler-643b,,0.906,16.33889626,0.117,1093.7,transit,,3360,1,4908,[63],282.842,10.15626,22.34,0
Kepler-644b,,0.281,3.1739171,0.117,1093.7,transit,,4610,1.49,6747,[63],282.842,3.15001,23.93996,0
Kepler-645b,,0.187,3.27582262,0.117,1093.7,transit,,2940,1.13,6170,[63],282.842,2.09627,35.35492,0
Kepler-646b,,0.178,15.87364565,0.117,1093.7,transit,,1670,0.93,5634,[63],282.842,1.99538,36.95848,0
Kepler-647b,,0.104,16.2254649,0.117,1093.7,transit,,2570,1.03,6020,[63],282.842,1.16584,41.07664,0
Kepler-648b,,0.287,17.4211749,0.117,1093.7,transit,,2170,1.05,5741,[63],282.842,3.21727,32.47092,0
Kepler-649b,,0.202,29.90722674,0.117,1093.7,transit,,1710,0.97,5871,[63],282.842,2.26442,36.68232,0
Kepler-650b,,0.264,3.03214559,0.117,1093.7,transit,,2630,1.08,5849,[63],282.842,2.95944,32.90224,0
Kepler-651b,,0.211,21.38521506,0.117,1093.7,transit,,1750,0.92,5522,[63],282.842,2.36531,35.27876,0
Kepler-652b,,0.222,4.18200253,0.117,1093.7,transit,,1380,0.97,5490,[63],282.842,2.48862,35.78552,0
Kepler-653b,,0.174,14.70748976,0.117,1093.7,transit,,1930,1.02,5665,[63],282.842,1.95054,38.13784,0
Kepler-653c,,0.07,0.90037648,0.117,1093.7,transit,,1930,1.02,5665,[63],282.842,0.7847,41.0788,0
Kepler-654b,,0.185,13.72465129,0.117,1093.7,transit,,2160,1.04,5865,[63],282.842,2.07385,37.2446,0
Kepler-655b,,0.242,46.4063358,0.117,1093.7,transit,,2550,1.15,6170,[63],282.842,2.71282,32.48872,0
Kepler-656b,,0.278,1.26025909,0.117,1093.7,transit,,2830,0.86,5281,[63],282.842,3.11638,31.07448,0
Kepler-657b,,0.314,24.54350418,0.117,1093.7,transit,,4060,1.01,5808,[63],282.842,3.51994,32.06024,0
Kepler-658b,,0.145,1.28707676,0.117,1093.7,transit,,1110,0.63,4103,[63],282.842,1.62545,32.4382,0
Kepler-659b,,0.223,17.671796,0.117,1093.7,transit,,2240,0.79,4870,[63],282.842,2.49983,32.14068,0
Kepler-660b,,0.229,9.27358194,0.117,1093.7,transit,,1840,0.75,4779,[63],282.842,2.56709,31.07164,0
Kepler-661b,,0.274,6.02930132,0.117,1093.7,transit,,1820,0.7,4483,[63],282.842,3.07154,28.05384,0
Kepler-662b,,0.194,21.67697486,0.117,1093.7,transit,,2090,0.79,4897,[63],282.842,2.17474,33.44104,0
Kepler-663b,,0.232,4.99678284,0.117,1093.7,transit,,3400,0.86,5264,[63],282.842,2.60072,33.13712,0
Kepler-664b,,0.237,2.52559332,0.117,1093.7,transit,,4520,1.01,5754,[63],282.842,2.65677,35.51292,0
Kepler-665b,,0.232,16.01310205,0.117,1093.7,transit,,2120,0.79,4913,[63],282.842,2.60072,31.73712,0
Kepler-666b,,0.214,4.49876092,0.117,1093.7,transit,,4300,1.03,5887,[63],282.842,2.39894,36.14424,0
Kepler-667b,,0.422,41.43962808,0.117,1093.7,transit,,2960,0.91,5327,[63],282.842,4.73062,25.61752,0
Kepler-668b,,0.241,8.35390639,0.117,1093.7,transit,,2860,0.87,5352,[63],282.842,2.70161,32.93356,0
Kepler-669b,,0.431,4.12554687,0.117,1093.7,transit,,5800,1.15,6038,[63],282.842,4.83151,24.01396,0
Kepler-670b,,1.176,2.81650485,0.117,1093.7,transit,,3200,0.99,5709,[63],282.842,13.18296,22.14,0
Kepler-671b,,0.24,4.28095859,0.117,1093.7,transit,,3710,0.97,5624,[63],282.842,2.6904,34.9784,0
Kepler-672b,,0.223,38.3774623,0.117,1093.7,transit,,3300,0.95,5627,[63],282.842,2.49983,35.34068,0
Kepler-673b,,0.583,3.72873109,0.117,1093.7,transit,,3190,0.88,5355,[63],282.842,6.53543,19.94,0
Kepler-674b,,0.151,2.24338185,0.117,1093.7,transit,,980,0.6,4192,[63],282.842,1.69271,31.56916,0
Kepler-675b,,0.218,2.33743801,0.117,1093.7,transit,,2120,0.79,4945,[63],282.842,2.44378,32.36488,0
Kepler-676b,,0.271,11.59822172,0.117,1093.7,transit,,790,0.51,3701,[63],282.842,3.03791,24.38836,0
Kepler-677b,,0.48,6.57531678,0.117,1093.7,transit,,3800,1,5723,[63],282.842,5.3808,24.8168,0
Kepler-678b,,0.459,7.27503724,0.117,1093.7,transit,,2850,0.94,5520,[63],282.842,5.14539,24.55844,0
Kepler-679b,,0.269,12.39358604,0.117,1093.7,transit,,3160,0.87,5403,[63],282.842,3.01549,31.67804,0
Kepler-680b,,0.216,3.68992629,0.117,1093.7,transit,,4380,1.08,5890,[63],282.842,2.42136,35.05456,0
Kepler-681b,,0.275,26.39435646,0.117,1093.7,transit,,2170,0.8,5021,[63],282.842,3.08275,30.009,0
Kepler-682b,,0.658,12.61190667,0.117,1093.7,transit,,3100,0.92,5559,[63],282.842,7.37618,20.74,0
Kepler-683b,,0.176,2.53918318,0.117,1093.7,transit,,3180,0.96,5703,[63],282.842,1.97296,37.64816,0
Kepler-684b,,0.3,6.77030201,0.117,1093.7,transit,,3480,0.89,5493,[63],282.842,3.363,30.688,0
Kepler-685b,,0.944,1.6255222,0.117,1093.7,transit,,3730,1.11,5963,[63],282.842,10.58224,20.14,0
Kepler-686b,,1.084,1.59474546,0.117,1093.7,transit,,3920,0.94,5649,[63],282.842,12.15164,21.14,0
Kepler-687b,,0.314,20.50586978,0.117,1093.7,transit,,2050,0.77,4841,[63],282.842,3.51994,27.66024,0
Kepler-688b,,0.871,3.89593684,0.117,1093.7,transit,,4070,0.98,5715,[63],282.842,9.76391,21.94,0
Kepler-689b,,0.258,22.36656079,0.117,1093.7,transit,,3410,0.91,5518,[63],282.842,2.89218,32.97128,0
Kepler-690b,,0.531,7.74809437,0.117,1093.7,transit,,5390,1.11,5913,[63],282.842,5.95251,20.32996,0
Kepler-691b,,0.186,8.114379,0.117,1093.7,transit,,780,0.53,3715,[63],282.842,2.08506,28.59976,0
Kepler-692b,,0.277,21.81293494,0.117,1093.7,transit,,3300,0.9,5440,[63],282.842,3.10517,31.91932,0
Kepler-693b,,0.908,15.37563332,0.117,1093.7,transit,,3270,0.76,4881,[63],282.842,10.17868,17.54,0
Kepler-694b,,0.25,6.36584161,0.117,1093.7,transit,,3340,0.97,5700,[63],282.842,2.8025,34.53,0
Kepler-695b,,0.822,3.04033042,0.117,1093.7,transit,,2000,0.84,5181,[63],282.842,9.21462,19.14,0
Kepler-696b,,0.548,4.19042557,0.117,1093.7,transit,,4190,1.06,5903,[63],282.842,6.14308,21.14,0
Kepler-697b,,0.368,3.70987065,0.117,1093.7,transit,,3560,0.92,5513,[63],282.842,4.12528,28.23888,0
Kepler-698b,,0.328,16.32976218,0.117,1093.7,transit,,3700,0.94,5612,[63],282.842,3.67688,30.43248,0
Kepler-699b,,1.259,27.80756293,0.117,1093.7,transit,,2900,0.81,5330,[63],282.842,14.11339,18.54,0
Kepler-700b,,0.534,80.8720639,0.117,1093.7,transit,,3460,0.98,5692,[63],282.842,5.98614,21.99544,0
Kepler-701b,,0.253,10.35533177,0.117,1093.7,transit,,2460,0.88,5343,[63],282.842,2.83613,32.59548,0
Kepler-702b,,0.818,10.52629406,0.117,1093.7,transit,,2910,0.9,5419,[63],282.842,9.16978,20.34,0
Kepler-703b,,0.732,4.58352176,0.117,1093.7,transit,,4830,1.18,6185,[63],282.842,8.20572,18.74,0
Kepler-704b,,0.233,3.76182115,0.117,1093.7,transit,,3440,0.97,5616,[63],282.842,2.61193,35.29228,0
Kepler-705b,,0.188,56.0560538,0.117,1093.7,transit,,820,0.53,3722,[63] Potentially habitable exoplanet[64],282.842,2.10748,28.51008,0
Kepler-706b,,1.175,41.40831347,0.117,1093.7,transit,,2600,0.87,5394,[63],282.842,13.17175,19.74,0
Kepler-707b,,0.119,2.23749275,0.117,1093.7,transit,,2040,0.8,5099,[63],282.842,1.33399,37.00404,0
Kepler-708b,,0.261,3.16789194,0.117,1093.7,transit,,4050,0.97,5692,[63],282.842,2.92581,34.03676,0
Kepler-709b,,0.261,16.08524954,0.117,1093.7,transit,,2180,0.8,5071,[63],282.842,2.92581,30.63676,0
Kepler-710b,,0.168,4.34728553,0.117,1093.7,transit,,3000,0.94,5611,[63],282.842,1.88328,37.60688,0
Kepler-711b,,0.304,23.58914398,0.117,1093.7,transit,,2170,0.84,5222,[63],282.842,3.40784,29.50864,0
Kepler-712b,,0.304,21.02247699,0.117,1093.7,transit,,3080,0.84,5148,[63],282.842,3.40784,29.50864,0
Kepler-712c,,0.433,226.89047,0.117,1093.7,transit,,3080,0.84,5148,[63],282.842,4.85393,23.72428,0
Kepler-713b,,0.221,7.411141,0.117,1093.7,transit,,3270,0.98,5785,[63],282.842,2.47741,36.03036,0
Kepler-714b,,0.863,8.09888799,0.117,1093.7,transit,,4800,1.09,5995,[63],282.842,9.67423,20.54,0
Kepler-715b,,0.335,10.00652995,0.117,1093.7,transit,,3960,1.04,5871,[63],282.842,3.75535,30.5186,0
Kepler-716b,,0.259,10.37168453,0.117,1093.7,transit,,2200,0.83,5099,[63],282.842,2.90339,31.32644,0
Kepler-717b,,0.216,4.40840023,0.117,1093.7,transit,,3670,0.88,5485,[63],282.842,2.42136,34.25456,0
Kepler-718b,,1.477,2.0523499,0.117,1093.7,transit,,5000,1.18,6191,[63],282.842,16.55717,18.74,0
Kepler-719b,,0.76,5.00731778,0.117,1093.7,transit,,4650,0.99,5777,[63],282.842,8.5196,22.14,0
Kepler-720b,,0.75,4.70832654,0.117,1093.7,transit,,2900,0.95,5618,[63],282.842,8.4075,21.34,0
Kepler-721b,,0.236,5.39202539,0.117,1093.7,transit,,2770,0.82,5075,[63],282.842,2.64556,32.15776,0
Kepler-722b,,0.235,4.09357325,0.117,1093.7,transit,,4480,1.03,5863,[63],282.842,2.63435,35.2026,0
Kepler-722c,,0.252,105.144749,0.117,1093.7,transit,,4480,1.03,5863,[63],282.842,2.82492,34.44032,0
